hits,loadtime,datatransferred,cdn,reference,bot,duration
46,216.3,3.1,DDOS-GUARD,Direct,Human,103.5361812
56,274.78,2.54,DDOS-GUARD,External,Bot,82.43741766
57,217.77,2.41,Beluga,External,Bot,121.1146019
49,210.44,3.09,DDOS-GUARD,External,Human,107.7352326
44,238.95,3.4,DDOS-GUARD,External,Human,68.97713365
32,239.16,3.02,Microsoft,External,Human,60.74775244
60,246.07,3.09,Beluga,Direct,Bot,109.7552287
49,256.7,3.39,Microsoft,External,Bot,82.21176064
46,227.57,3.5,Cloudflare,External,Human,81.3439338
61,196.31,3.65,Beluga,External,Human,140.1698122
58,252.61,3.52,Cloudflare,External,Bot,97.14898766
56,264.5,3.07,Beluga,Direct,Bot,85.98991064
52,240.87,3.14,Microsoft,External,Bot,88.99821262
59,247.17,2.31,Beluga,External,Bot,101.4474584
51,249.11,3.28,Microsoft,External,Bot,92.53434529
59,234.44,3.34,Cloudflare,Direct,Bot,115.2537003
37,225.24,1.78,Microsoft,Direct,Human,77.23708612
60,224.94,2.96,Beluga,External,Bot,118.346181
56,239.41,2.71,DDOS-GUARD,External,Bot,101.4425846
43,237.15,3.47,Microsoft,Direct,Human,76.5992155
55,231.67,3.3,Microsoft,External,Bot,109.2705851
53,213.19,2.92,Cloudflare,Direct,Human,113.3173206
48,237.77,2.83,DDOS-GUARD,External,Human,89.32389998
66,241.16,3.23,Beluga,Direct,Bot,131.8586306
53,273.06,2.6,Cloudflare,External,Bot,68.40306379
63,208.67,2.57,Beluga,Direct,Bot,138.9706098
66,254.44,3.33,Microsoft,Direct,Bot,117.9931304
37,246.68,2.15,Cloudflare,Direct,Human,71.88137828
35,272.82,1.99,Microsoft,Direct,Human,41.60675255
61,251.72,2.89,DDOS-GUARD,External,Bot,105.7836353
70,226.25,3.41,Cloudflare,Direct,Bot,139.1522282
62,231.26,2.78,Cloudflare,Direct,Bot,115.85767
47,211.25,2.7,DDOS-GUARD,External,Human,103.9032665
59,234.73,3.94,Cloudflare,Direct,Bot,108.6438999
39,264.88,2.67,Microsoft,External,Human,49.59858415
46,218.59,2.99,Microsoft,Direct,Human,93.25991066
62,225.06,2.52,Cloudflare,External,Bot,121.674334
54,261.25,2.53,DDOS-GUARD,External,Bot,91.0839556
66,262.17,2.86,Cloudflare,External,Bot,114.035949
60,244.51,2.66,Cloudflare,Direct,Bot,118.8962391
44,289.54,3.52,DDOS-GUARD,External,Bot,50.13707773
48,262.31,3.28,Beluga,Direct,Bot,60.34341663
57,210.02,3.08,Beluga,Direct,Human,123.5829161
50,240.91,2.66,Cloudflare,Direct,Bot,89.86941672
53,237.94,2.81,Beluga,Direct,Bot,96.01698153
50,250.19,3.89,Microsoft,External,Bot,80.76397247
63,233.52,2.92,DDOS-GUARD,External,Bot,136.0079086
48,213.28,3.17,Cloudflare,External,Human,106.6551924
48,216.61,3.04,Cloudflare,Direct,Human,113.8617566
33,216.48,2.83,Cloudflare,Direct,Human,61.3174278
68,260.3,2.9,Microsoft,External,Bot,121.0818642
74,233.83,2.77,DDOS-GUARD,External,Bot,145.4357314
68,227.29,2.46,Beluga,Direct,Bot,129.3341526
43,206.25,2.54,Cloudflare,Direct,Human,99.27972477
66,213.02,3.07,Beluga,External,Bot,149.8141231
44,230.45,3.17,Beluga,Direct,Human,85.18175869
51,248.02,2.36,DDOS-GUARD,External,Bot,93.30419136
60,274.16,3.53,Microsoft,External,Bot,97.38892726
42,245.55,3.05,DDOS-GUARD,External,Human,66.5438558
49,266.1,3.73,Microsoft,External,Bot,89.09674547
64,265.01,2.94,Cloudflare,Direct,Bot,112.8897094
65,307.18,3.44,Cloudflare,Direct,Bot,76.47476271
68,252.89,3.1,Cloudflare,Direct,Bot,110.1003777
57,273.5,3.02,DDOS-GUARD,External,Bot,91.75182362
67,198.87,3.41,Cloudflare,External,Bot,151.9467678
56,230.53,2.53,Microsoft,External,Bot,110.8540131
44,215.77,2.52,Cloudflare,Direct,Human,92.33781964
42,218.3,3.03,Beluga,External,Human,89.47723961
63,231.36,2.47,Microsoft,External,Bot,124.9531153
31,238.37,2.74,Cloudflare,Direct,Human,63.79909806
38,247.77,2.84,Beluga,External,Human,58.79660156
36,233.33,2.93,Cloudflare,External,Human,71.62586014
56,281.92,2.46,Beluga,External,Bot,79.86521176
64,241.92,3.92,DDOS-GUARD,Direct,Bot,119.3566041
49,227.32,2.78,Beluga,Direct,Human,92.97209172
41,240.07,3.12,Beluga,Direct,Human,70.19214355
53,227.45,2.85,Beluga,Direct,Bot,97.64603354
55,284.44,2.06,Beluga,External,Bot,73.00574841
44,240.25,3.62,DDOS-GUARD,Direct,Human,83.30123125
34,205.99,3.41,Cloudflare,Direct,Human,79.3425943
58,229.96,2.79,Cloudflare,Direct,Bot,114.2962494
35,225.09,2.43,DDOS-GUARD,Direct,Human,57.8086085
56,247.29,2.77,Beluga,Direct,Bot,99.62313899
52,262.94,3.55,Cloudflare,Direct,Bot,86.88515353
58,258.01,3.99,Microsoft,External,Bot,91.48291553
57,245.07,3.28,DDOS-GUARD,External,Bot,96.94923007
44,249.92,2.66,Microsoft,Direct,Human,78.15555773
65,215.6,3.62,Microsoft,External,Bot,139.9682938
53,265.6,3.53,DDOS-GUARD,Direct,Bot,77.5360417
33,241.8,2.86,Beluga,Direct,Human,53.30086438
52,242.03,2.84,DDOS-GUARD,External,Bot,89.94289048
43,234.3,3.48,Microsoft,Direct,Human,87.11207965
46,231.58,3.49,Microsoft,External,Human,93.02340678
54,213.36,3.73,DDOS-GUARD,External,Human,115.3558116
44,242.74,3.01,Cloudflare,Direct,Human,72.71666
49,241.7,1.96,Cloudflare,Direct,Human,83.08837297
56,284,2.31,Beluga,External,Bot,75.84795952
44,252.38,1.58,Beluga,Direct,Human,75.8346421
47,281.29,2.61,Cloudflare,Direct,Bot,59.17096429
49,246.9,2.59,DDOS-GUARD,Direct,Bot,89.02437686
51,249.57,2.3,Microsoft,External,Bot,89.0049718
49,228.54,3.98,Cloudflare,Direct,Human,96.09755703
42,222.43,3.61,Cloudflare,External,Human,79.41187396
54,269.76,2.59,Cloudflare,Direct,Bot,83.86221899
55,262.06,3.13,DDOS-GUARD,Direct,Bot,88.84867649
50,213.23,3.71,Microsoft,Direct,Human,110.5289401
53,251.63,2.2,Cloudflare,External,Bot,92.21128984
51,252.17,2.75,Cloudflare,External,Bot,80.54843773
58,201.48,3.17,Beluga,Direct,Human,133.7597335
40,254.44,3.68,Cloudflare,Direct,Human,66.97206746
29,240.19,2.45,DDOS-GUARD,External,Human,49.01929261
37,251.2,3.19,DDOS-GUARD,Direct,Human,55.39646461
51,219.08,2.43,Microsoft,External,Human,117.0672747
38,255.73,2.81,Beluga,External,Human,62.91558307
48,252.13,2.61,Cloudflare,External,Bot,90.23213352
43,249.11,2.74,DDOS-GUARD,Direct,Human,72.09844537
41,213.07,3.55,Cloudflare,Direct,Human,94.00292902
52,234.2,2.8,Beluga,Direct,Bot,100.142899
38,227.68,2.87,Microsoft,External,Human,70.05552976
48,218.73,2.9,DDOS-GUARD,Direct,Human,111.1701429
38,230.32,3.28,DDOS-GUARD,External,Human,73.38476447
30,255.88,3.89,DDOS-GUARD,Direct,Human,36.6575886
50,260.55,3.16,Microsoft,Direct,Bot,84.60324247
50,236.85,3.97,Microsoft,Direct,Human,96.03831274
39,228.3,2.59,DDOS-GUARD,Direct,Human,70.9413439
61,256.28,2.79,Beluga,External,Bot,99.26712235
52,263.8,3.39,DDOS-GUARD,Direct,Bot,74.11149143
56,244.07,2.27,DDOS-GUARD,External,Bot,99.75467916
66,214.62,2.65,Microsoft,External,Bot,137.5061694
63,241.93,3.67,Microsoft,External,Bot,117.7337668
46,233.28,3.41,Microsoft,Direct,Human,92.86410404
52,257.89,3.94,Beluga,Direct,Bot,83.46218476
69,274.34,3.04,Beluga,Direct,Bot,117.4617794
46,245.55,3.16,Cloudflare,Direct,Human,81.13353163
52,250.91,3.66,Microsoft,Direct,Bot,86.36633034
50,226.37,3.82,Microsoft,Direct,Human,101.6907567
57,249.25,2.97,DDOS-GUARD,Direct,Bot,97.57380759
45,243.42,3.56,Microsoft,Direct,Human,82.97612999
62,273.1,3.25,Beluga,Direct,Bot,95.1352398
68,230.95,3.35,Cloudflare,External,Bot,131.2194445
42,232.45,2.9,Cloudflare,External,Human,71.59632179
55,248.91,3.06,Cloudflare,External,Bot,89.51857896
51,273.89,3.66,Beluga,Direct,Bot,78.00487067
52,276.35,4.15,Cloudflare,External,Bot,68.21394539
40,253.24,2.51,Microsoft,Direct,Human,73.51184975
56,210.72,2.81,Cloudflare,External,Human,122.3858698
47,242.29,2.35,Beluga,Direct,Human,85.66905772
50,212.14,3.51,Microsoft,Direct,Human,115.1212211
43,214.67,2.34,DDOS-GUARD,External,Human,90.31024104
33,274.25,3.3,Microsoft,External,Human,41.59033042
62,235.24,3.01,DDOS-GUARD,Direct,Bot,118.1795946
57,227.37,2.68,Beluga,External,Bot,109.2700909
70,229.05,3.26,Cloudflare,Direct,Bot,140.7892239
36,234.77,3.02,DDOS-GUARD,External,Human,65.10962336
44,274.66,2.27,Beluga,External,Bot,52.40851761
54,244.41,2.29,Beluga,External,Bot,96.13121395
43,234.75,2.87,Cloudflare,Direct,Human,80.46937787
50,219.31,4.05,DDOS-GUARD,External,Human,110.7819297
57,224.76,3.61,Beluga,External,Bot,124.332998
53,236.89,2.54,Cloudflare,Direct,Bot,100.118635
55,229.17,2.84,Beluga,External,Bot,100.7405983
43,245.54,3.25,Cloudflare,External,Human,85.01533092
46,259.64,3.2,Microsoft,External,Human,65.90144282
60,238.84,3.01,DDOS-GUARD,Direct,Bot,113.9789232
46,257.8,2.7,DDOS-GUARD,External,Human,80.01473254
49,252.28,3.26,Microsoft,Direct,Bot,80.19745841
51,266.28,3.37,DDOS-GUARD,External,Bot,83.05228495
50,243.19,3.06,DDOS-GUARD,External,Bot,88.12828683
48,230.36,2.78,Microsoft,External,Human,96.20797826
58,220.04,3.08,Beluga,External,Bot,117.8036417
47,241.11,2.32,Microsoft,Direct,Human,82.99353908
41,222.65,2.59,DDOS-GUARD,Direct,Human,74.63833075
53,263.25,3.71,Microsoft,Direct,Bot,82.8957344
42,220.05,3.06,Cloudflare,External,Human,85.29655626
48,250.25,1.65,DDOS-GUARD,External,Human,77.95479753
61,249.99,2.95,Beluga,Direct,Bot,97.07924118
51,214.12,3.84,Cloudflare,Direct,Human,110.242275
67,243.22,3.27,Cloudflare,External,Bot,137.1485806
49,235.55,3.34,DDOS-GUARD,External,Human,90.50899184
35,232.08,2.18,Beluga,Direct,Human,68.56171487
46,222.76,3.42,Cloudflare,External,Human,93.42744362
44,233.43,2.31,Microsoft,Direct,Human,88.81389236
45,285.14,3.02,DDOS-GUARD,Direct,Bot,56.87729144
49,209.58,3.59,Beluga,External,Human,115.9947633
63,269.06,3.23,DDOS-GUARD,Direct,Bot,91.5202411
53,232.6,2.66,Beluga,Direct,Bot,94.96534887
55,229.57,2.16,Beluga,External,Bot,106.0590631
29,208.68,3.15,Microsoft,Direct,Human,74.52803089
43,249.13,3.62,Cloudflare,Direct,Human,61.70973784
57,234.36,3.61,DDOS-GUARD,Direct,Bot,105.2633621
58,240.2,2.62,Beluga,External,Bot,100.5617239
53,221.13,2.38,Microsoft,Direct,Human,111.2557327
48,217.9,3.4,Microsoft,Direct,Human,110.6566455
52,209.77,2.65,Microsoft,External,Human,110.9294774
60,239.74,2.23,Beluga,Direct,Bot,102.572345
52,211.81,2.68,DDOS-GUARD,Direct,Human,116.4799476
53,249.21,2.97,Microsoft,External,Bot,95.426807
41,214,2.85,Beluga,External,Human,89.88235887
48,225.71,2.71,Beluga,External,Human,86.11826094
51,238.27,2.65,Microsoft,Direct,Bot,99.1897338
61,206.06,2.7,Cloudflare,External,Bot,129.2552844
42,257.19,3.11,Cloudflare,External,Human,67.25612212
53,245.64,3.74,DDOS-GUARD,Direct,Bot,94.08770342
57,231.4,3.15,Beluga,Direct,Bot,110.8429358
40,235.87,1.99,DDOS-GUARD,Direct,Human,65.26486004
56,260.63,2.96,Beluga,External,Bot,90.72483792
41,261.18,3.41,Microsoft,Direct,Human,60.89588591
47,205.03,2.32,Beluga,External,Human,106.1700242
57,225.13,3.32,Cloudflare,External,Bot,118.1559503
51,231.23,3.45,Microsoft,External,Human,89.60234887
50,269.44,2.67,Microsoft,External,Bot,68.32742562
45,256.92,2.69,Cloudflare,External,Human,77.33390372
50,202.07,2.14,Microsoft,Direct,Human,120.4289808
41,230.81,3.15,Microsoft,Direct,Human,72.81304842
58,205.62,3.38,Beluga,Direct,Human,131.049356
43,229.05,2.73,Microsoft,External,Human,80.79637088
44,238.97,3.25,Cloudflare,Direct,Human,77.21461061
45,268.57,3.12,DDOS-GUARD,Direct,Bot,67.56640135
52,229.56,2.9,Microsoft,External,Human,107.6724927
61,262.92,3.06,Microsoft,Direct,Bot,101.9064081
51,236.61,2.63,Microsoft,External,Bot,92.37049865
58,252.09,2.11,Beluga,External,Bot,101.7832675
51,235.74,2.62,Microsoft,Direct,Bot,91.98634788
60,283.61,2.57,Cloudflare,Direct,Bot,92.23103857
55,213.13,3.01,Cloudflare,External,Human,118.2986032
49,213.69,2.6,Microsoft,External,Human,98.59235708
39,255.21,3.09,Microsoft,Direct,Human,71.16685833
42,230.67,3.32,DDOS-GUARD,Direct,Human,82.59204782
48,236.79,3.57,Beluga,External,Human,94.78106321
57,209,2.27,Microsoft,External,Human,124.7780085
56,243.82,3.58,Beluga,Direct,Bot,104.1073834
46,246.91,2.68,Cloudflare,External,Human,82.65079081
41,241.95,2.88,Beluga,External,Human,75.36723105
53,231.66,3.45,DDOS-GUARD,Direct,Bot,104.6171816
42,187.8,3.58,Microsoft,Direct,Human,106.0610596
34,232.2,2.84,Microsoft,Direct,Human,62.64534183
47,215.68,2.9,Microsoft,Direct,Human,98.08020343
47,187.68,3.67,Microsoft,External,Human,121.2165602
54,231.51,3.09,DDOS-GUARD,External,Bot,102.8022211
50,209.04,3.18,Beluga,Direct,Human,111.7477919
49,193.42,2.38,Cloudflare,External,Human,117.3448412
49,262.29,2.24,DDOS-GUARD,External,Bot,85.28885345
28,256.73,2.83,DDOS-GUARD,External,Human,39.82769275
46,271.27,2.12,DDOS-GUARD,Direct,Bot,65.33518998
48,245.59,1.78,DDOS-GUARD,External,Human,90.74606507
52,219.99,3.29,DDOS-GUARD,Direct,Human,103.1666356
56,267.63,1.67,Cloudflare,Direct,Bot,72.73096117
41,225.11,3.04,Beluga,External,Human,89.35030668
57,260.1,2.67,Microsoft,Direct,Bot,99.08609403
43,233.9,3.58,Beluga,External,Human,79.28442117
42,264.91,3.38,Microsoft,External,Human,57.0192058
35,222.84,2.56,Beluga,External,Human,78.07846275
62,221.96,3.27,Cloudflare,External,Bot,132.0980743
44,222.38,2.52,Beluga,External,Human,81.99172823
49,256.84,3.47,Microsoft,External,Bot,91.19976662
47,214.83,3.19,Beluga,Direct,Human,109.9547334
60,259.27,3.69,Beluga,Direct,Bot,92.15413025
38,251.6,3.18,Cloudflare,External,Human,59.25466281
44,273.25,2.18,Cloudflare,Direct,Bot,60.09274159
48,243.73,3.35,Microsoft,Direct,Human,75.34421899
64,244.72,2.69,Beluga,Direct,Bot,122.6791543
61,228.13,2.8,Cloudflare,Direct,Bot,128.0326978
48,217.15,2.96,Microsoft,External,Human,104.198792
43,234.35,2.92,Beluga,External,Human,80.94143809
54,242.38,2.25,DDOS-GUARD,Direct,Bot,99.38487674
48,253.01,3.07,Cloudflare,Direct,Bot,81.63640283
52,222.89,3.22,Microsoft,Direct,Human,101.6120735
43,235.37,3.22,Microsoft,Direct,Human,85.32099827
59,222.46,2.82,Cloudflare,Direct,Bot,113.608629
57,254.43,2.85,Beluga,External,Bot,92.85897951
51,250.91,2.42,Cloudflare,Direct,Bot,84.68816267
51,209.85,3.11,Microsoft,External,Human,111.8869263
39,237.16,2.87,Microsoft,Direct,Human,66.95927369
48,223.88,3.39,Cloudflare,Direct,Human,96.92962109
59,209.93,2.56,Beluga,Direct,Bot,129.431016
41,220.24,3.19,DDOS-GUARD,External,Human,79.26233379
38,237.11,2.12,Microsoft,External,Human,73.07442499
53,256.85,2.67,DDOS-GUARD,External,Bot,83.39945058
38,251.59,2.43,DDOS-GUARD,Direct,Human,59.50928703
29,239.79,2.79,Beluga,External,Human,45.74453636
43,245.12,2.78,Beluga,External,Human,67.58643294
57,222.58,2.13,DDOS-GUARD,External,Bot,124.4783089
52,258.11,3.03,Microsoft,External,Bot,82.90162207
27,235.15,3.63,DDOS-GUARD,Direct,Human,60.58380843
46,249.52,2.73,Beluga,Direct,Human,83.1484404
35,251.02,3.83,Beluga,External,Human,56.25322484
53,225.84,2.31,Cloudflare,Direct,Human,104.4436694
45,268.03,3.25,Beluga,External,Bot,65.16193423
57,250.64,2.77,DDOS-GUARD,Direct,Bot,102.9564593
55,218.04,2.65,Microsoft,Direct,Human,110.2893824
52,259.38,2.68,DDOS-GUARD,Direct,Bot,95.50710295
46,246.16,2.39,Cloudflare,Direct,Human,77.96939444
41,258.56,2.75,Microsoft,Direct,Human,52.43225397
52,276.29,3.06,Microsoft,External,Bot,79.76913933
50,223.82,2.94,DDOS-GUARD,Direct,Human,110.9700908
49,269.07,2.83,Cloudflare,External,Bot,73.06574691
77,243.33,3.51,DDOS-GUARD,External,Bot,142.4692308
47,282.45,2.94,Cloudflare,External,Bot,63.90692838
50,227.66,2.77,Microsoft,External,Human,101.8836412
53,244.17,3.3,DDOS-GUARD,External,Bot,94.19595161
42,247.46,2.85,DDOS-GUARD,External,Human,72.80986219
49,239.76,4.01,DDOS-GUARD,Direct,Human,95.45080556
58,237.58,3.35,Beluga,Direct,Bot,104.0920687
55,229.6,2.87,DDOS-GUARD,External,Bot,100.4583168
46,217.31,2.96,DDOS-GUARD,Direct,Human,93.36651106
56,216.93,2.86,Cloudflare,External,Bot,116.222351
58,220.49,3.05,Cloudflare,External,Bot,117.0999452
52,251.59,4.98,DDOS-GUARD,External,Bot,81.86474257
50,240.7,3.07,Cloudflare,Direct,Bot,91.43411608
41,239,3.23,DDOS-GUARD,Direct,Human,78.1178653
58,249.62,1.9,Microsoft,External,Bot,102.7721321
57,205.51,2.93,Microsoft,Direct,Human,123.4237564
49,232.6,2.24,Beluga,External,Human,92.94003009
43,235.53,3.95,Cloudflare,External,Human,75.47572853
57,262.02,3.81,Microsoft,Direct,Bot,93.68921347
52,271.52,3.2,DDOS-GUARD,Direct,Bot,73.51159054
54,255.75,3.69,Microsoft,Direct,Bot,84.76223726
48,262.01,3.11,DDOS-GUARD,Direct,Bot,68.83428242
60,252.09,3.33,Microsoft,External,Bot,100.6050434
61,226.66,2.76,Beluga,External,Bot,112.5824913
54,218.15,2.98,Beluga,External,Human,117.5067617
50,221.22,2.89,Beluga,External,Human,100.6440105
54,236.36,2.57,Cloudflare,Direct,Bot,100.4144274
58,246.17,2.65,DDOS-GUARD,External,Bot,104.0174647
56,216.43,3.41,Beluga,Direct,Bot,118.7384125
53,264.25,2.78,Beluga,Direct,Bot,90.31476105
53,239.75,3.42,Beluga,Direct,Bot,103.3176632
39,252.75,3.49,Cloudflare,External,Human,58.38532165
50,229.02,3.06,Beluga,Direct,Human,96.14738148
36,231.61,3.59,Microsoft,Direct,Human,68.79113719
55,246.2,2.99,Cloudflare,Direct,Bot,96.96784282
41,223.19,2.92,Beluga,External,Human,77.82817813
52,240.68,3.07,Microsoft,External,Bot,91.4640744
56,229.95,2.58,Cloudflare,Direct,Bot,115.4480322
59,243.47,2.12,Cloudflare,Direct,Bot,108.8563705
59,218.2,2.68,Cloudflare,External,Bot,120.8640247
50,220.89,2.73,Microsoft,Direct,Human,106.422065
58,235.08,3.15,Microsoft,External,Bot,120.0620767
46,217.91,2.76,Beluga,Direct,Human,101.7660122
47,241.34,2.83,Cloudflare,External,Human,74.94461864
48,251.05,2.87,Cloudflare,Direct,Bot,89.1016079
54,233.53,3.39,Microsoft,Direct,Bot,99.94833216
54,261.4,3.18,DDOS-GUARD,Direct,Bot,95.844619
50,243.1,2.16,Microsoft,External,Bot,95.31226479
43,246.03,2.8,DDOS-GUARD,Direct,Human,66.46512658
50,250.53,3.11,DDOS-GUARD,Direct,Bot,84.20165556
55,224,2.66,DDOS-GUARD,External,Bot,104.7813923
43,241.44,2.39,Microsoft,External,Human,70.94174422
46,214.42,3.33,Cloudflare,External,Human,97.42290823
45,231.55,3.17,Cloudflare,External,Human,79.73680174
55,295.2,2.83,Beluga,Direct,Bot,66.38281535
44,215.68,2.36,Beluga,Direct,Human,102.6468355
38,263.9,2.54,Cloudflare,Direct,Human,53.70909324
51,218.43,3.44,Beluga,External,Human,98.20569724
57,239.75,3.33,Beluga,Direct,Bot,114.7779291
52,231.51,2.92,Beluga,Direct,Bot,97.48148906
41,248.33,3.05,Beluga,External,Human,65.55900166
42,253.54,2.85,Beluga,External,Human,62.24050471
54,221.39,2.78,Cloudflare,Direct,Human,107.4671047
50,231.36,3.15,DDOS-GUARD,Direct,Human,92.97276079
46,255.55,3.09,DDOS-GUARD,Direct,Human,71.71823507
59,256.74,2.91,DDOS-GUARD,External,Bot,93.65971604
58,249.95,2.67,Microsoft,External,Bot,106.352735
40,234.8,2.43,DDOS-GUARD,External,Human,84.4904662
56,251.02,3.3,Cloudflare,Direct,Bot,92.17052294
46,247.63,2.99,Microsoft,External,Human,87.746071
37,212.23,2.22,Beluga,Direct,Human,77.76301319
46,246.97,3.24,Beluga,External,Human,83.02362867
44,214.96,3.19,Beluga,External,Human,92.2478528
34,269.55,2.72,Microsoft,External,Human,46.24650666
36,225.61,2.54,DDOS-GUARD,External,Human,74.92560942
45,249.82,2.86,Microsoft,Direct,Human,71.44476976
53,215.48,2.83,Cloudflare,Direct,Human,110.8863911
53,252.15,3.91,Beluga,Direct,Bot,91.46169201
44,251.16,3.84,Cloudflare,Direct,Human,75.71681124
51,220.02,1.85,DDOS-GUARD,External,Human,94.76851192
41,242.64,2.34,Microsoft,External,Human,69.09213164
45,207.29,2.48,Cloudflare,External,Human,105.3583154
32,248.64,3.06,Cloudflare,External,Human,51.19210803
54,263.5,2.88,Microsoft,External,Bot,72.13758132
51,279.33,2.31,Beluga,Direct,Bot,79.33918589
59,232.75,2.7,Microsoft,Direct,Bot,116.6843549
51,193.9,3.15,Cloudflare,Direct,Human,117.184577
51,265.05,3.81,Microsoft,External,Bot,80.22223028
59,256.13,3.35,DDOS-GUARD,Direct,Bot,101.0484083
39,223.72,2.25,Beluga,External,Human,85.59761585
52,222.06,3.15,DDOS-GUARD,External,Human,108.1050403
37,261.48,2.52,Beluga,Direct,Human,51.77177448
33,237,2.75,Beluga,Direct,Human,58.03219978
52,258.45,3.07,Beluga,External,Bot,85.84418515
39,250.26,2.79,Microsoft,External,Human,63.95150875
49,238.48,2.11,Microsoft,Direct,Human,92.97966956
46,237.78,3.86,Beluga,External,Human,81.85863621
56,236.3,3.16,Cloudflare,Direct,Bot,97.78103599
54,228.73,3.26,Microsoft,External,Bot,104.7057612
57,242.5,3.76,Cloudflare,Direct,Bot,101.8319787
56,247.6,3.01,Cloudflare,Direct,Bot,100.5557915
40,260.14,3.07,Beluga,Direct,Human,60.60327601
54,198.57,2.6,DDOS-GUARD,Direct,Human,125.9081532
44,247.23,2.52,Beluga,Direct,Human,79.33002928
50,261.98,3.72,Beluga,External,Bot,77.37603096
52,208.23,2.6,Cloudflare,External,Human,109.9006971
41,248.54,3.27,Beluga,Direct,Human,57.52597304
50,271.09,2.29,Microsoft,External,Bot,68.50657947
32,222.69,3.52,Microsoft,External,Human,63.86057448
61,249.54,3.08,Microsoft,External,Bot,106.3856477
35,252.6,3.92,Cloudflare,External,Human,53.09401274
63,242.55,2.59,Beluga,External,Bot,106.276236
47,251.19,3.71,Cloudflare,Direct,Human,77.12848751
53,244.5,3.23,DDOS-GUARD,External,Bot,99.33518948
44,231.86,2.82,DDOS-GUARD,External,Human,78.3330616
35,256.75,3.74,Cloudflare,Direct,Human,58.68796114
44,196.92,3.05,Beluga,Direct,Human,113.4706558
37,212.4,2.26,Microsoft,External,Human,83.40966735
59,281.21,3.5,Cloudflare,Direct,Bot,85.2901356
45,274.14,2.7,Beluga,External,Bot,63.70546611
44,243.07,3.34,Beluga,External,Human,75.15974958
47,259.27,3.07,Microsoft,External,Bot,69.47562533
